"AgeRange","AvatarId","FacebookUid","FastestResponse","Gender","HighScore","LifetimeScore","Locale","Recordings","UserId"
"03/21/1979","1080","525942513","0","male","0","1344","Edmonton, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","212"
"06/05/1978","1080","629785588","0","female","11990","11990","Edmonton, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","213"
"05/07/1987","1080","855170579","","male","0","0","Edmonton, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","214"
"08/01/1962","1080","100005805823002","0","male","13428","19512","Edmonton, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","215"
"02/02/1940","1080","708621533","0","male","6734","6734","Edmonton, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","216"
"02/24/1984","1080","618675436","594","female","12784","15182","Edmonton, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","217"
"10/12/1992","1080","649595070","0","female","5366","9908","Edmonton, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","218"
"10/18/1940","1080","857819419","0","male","12328","22178","Saint Albert, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","219"
"","1080","100005188892343","108","male","14298","25376","Edmonton, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","220"
"11/20/1967","1080","100003072617213","0","female","16896","54493","Edmonton, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","221"
"","1080","627806405","56","male","10724","10724","Edmonton, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","222"
"12/29/1964","1080","1051266726","0","male","17230","67322","Edmonton, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","223"
"06/19/1959","1080","822189697","0","male","18224","192734","Edmonton, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","224"
"06/20/1954","1080","100000024411256","","male","0","0","Edmonton, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","225"
"","1080","634509749","0","female","11912","34702","Edson, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","226"
"","1080","1562596399","554","male","11626","11626","Spruce Grove, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","227"
"08/29/1972","1080","866190290","112","female","17918","78092","Edmonton, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","228"
"","1080","615470543","152","female","15246","37438","Edmonton, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","229"
"12/29/1959","1080","1193171934","0","male","18562","182262","Fort Saskatchewan, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","230"
"10/31/1954","1080","1091584165","0","female","10146","10146","Edmonton, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","231"
"04/02/1962","1080","685702183","0","female","13792","27092","Edmonton, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","232"
"09/29/1978","1080","551391318","0","male","17472","96831","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","233"
"11/21/1979","1080","724981427","0","female","17776","34136","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","234"
"11/21/1979","1080","724981427","","female","0","0","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","235"
"unavailable","1080","541070902","868","male","17894","71634","Edmonton, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","236"
"unavailable","1080","685971982","1229","female","15456","21796","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","237"
"01/01/1905","1080","100002190566384","","male","0","0","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","238"
"07/18/1990","1080","504595434","1403","male","19267","55139","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","239"
"04/15/1984","1080","100003571328138","931","female","0","5316","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","240"
"05/31/1948","1080","619584084","","female","0","0","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","241"
"02/22/1970","1080","100001229118594","","male","0","0","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","242"
"unavailable","1080","753150730","968","male","15716","15716","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","243"
"unavailable","1080","897250175","688","female","19066","161127","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","244"
"10/12/1955","1080","100003784098672","1499","female","17456","17456","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","245"
"unavailable","1080","100001040475457","997","female","16904","31694","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","246"
"09/25/1933","1080","714650788","","unavailable","0","0","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","247"
"unavailable","1080","659628729","804","male","16666","32333","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","248"
"12/20/1984","1080","676918580","789","female","14331","14331","Edmonton, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","249"
"unavailable","1080","1586465809","736","male","16736","16736","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","250"
"unavailable","1080","860370570","1200","female","17582","50726","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","251"
"unavailable","1080","1015696262","555","female","18092","50531","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","252"
"unavailable","1080","660925995","1278","male","16755","16755","Edmonton, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","253"
"09/26/1955","1080","1039756735","0","female","15632","100452","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","254"
"07/07/1946","1080","1052437726","642","male","16264","32121","Sherwood Park, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","255"
"01/01/1968","1080","582431039","851","unavailable","19397","183830","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","256"
"03/13/1981","1080","120401134","1293","male","18197","35631","Edmonton, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","257"
"03/25/1961","1080","555666296","1208","female","19196","90872","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","258"
"02/20/1970","1080","100003383997384","1149","female","18545","69782","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","259"
"unavailable","1080","663568318","26","female","17112","147590","Edmonton, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","260"
"02/27/1972","1080","528856550","1047","female","16413","28784","Edmonton, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","261"
"unavailable","1080","503824737","524","male","17821","65827","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","262"
"unavailable","1080","746455545","","female","0","0","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","263"
"12/01/1996","1080","100004206067797","0","female","17003","107465","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","264"
"unavailable","1080","1125882001","0","male","13357","24574","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","265"
"04/20/1940","1080","674787283","","unavailable","0","0","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","266"
"02/18/1991","1080","100001705462312","1025","male","0","8627","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","267"
"08/12/1958","1080","660197221","1392","male","18139","35667","Edmonton, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","268"
"02/17/1968","1080","534022094","0","female","18486","156011","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","269"
"unavailable","1080","525966195","915","female","15432","29980","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","270"
"unavailable","1080","100003091184889","1016","female","14310","15471","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","271"
"unavailable","1080","668035020","499","male","18002","49493","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","272"
"02/11/1963","1080","675131012","977","female","15166","15166","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","273"
"08/08/1973","1080","764120827","0","female","17312","196422","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","274"
"11/05/1979","1080","699340909","1118","male","15653","29195","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","275"
"08/14/1984","1080","814465601","1093","unavailable","16515","16515","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","276"
"08/14/1984","1080","814465601","1327","unavailable","19160","55110","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","277"
"08/14/1984","1080","814465601","","unavailable","0","0","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","278"
"04/07/1980","1080","618409670","512","male","17332","65078","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","279"
"unavailable","1080","546878235","1443","male","17243","17243","Edmonton, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","280"
"06/20/1987","1080","656821030","","female","0","0","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","281"
"06/20/1936","1080","100005826601926","0","male","11364","11364","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","282"
"09/04/1958","1080","1428739443","829","male","14954","14954","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","283"
"05/10/1931","1080","1693956963","97","female","12611","60149","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","284"
"05/01/1969","1080","100003769021728","1125","female","18345","52742","Edmonton, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","285"
"unavailable","1080","100002251902823","1338","female","17498","17498","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","286"
"unavailable","1080","571685586","985","female","17368","76450","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","287"
"unavailable","1080","882275649","686","female","12932","17537","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","288"
"09/19/1984","1080","623752988","","female","0","0","Edmonton, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","289"
"unavailable","1080","615015005","0","female","14050","15464","Edmonton, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","290"
"unavailable","1080","100002637618003","","female","0","0","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","291"
"12/09/1970","1080","639098746","","female","0","0","Yellowknife, Northwest Territories","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","292"
"04/01/1948","1080","100004009491135","592","male","18838","101909","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","293"
"02/03/1957","1080","1534981978","870","female","19343","105562","Edmonton, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","294"
"unavailable","1080","700771355","","male","0","0","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","295"
"04/10/1971","1080","100000386958313","0","male","16996","119641","Edmonton, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","296"
"unavailable","1080","100005783165537","1038","male","16171","32023","Red Deer, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","297"
"08/30/1977","1080","704859469","1139","female","19512","185724","Edmonton, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","298"
"03/27/1963","1080","568076002","638","female","12749","12749","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","299"
"08/02/1944","1080","100000202963378","0","female","17961","30394","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","300"
"05/20/1970","1080","532895746","918","male","18922","66686","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","301"
"11/15/1991","1080","100000484379247","892","female","18493","98246","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","302"
"09/07/1972","1080","784660706","1045","female","17208","50901","Edmonton, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","303"
"09/18/1958","1080","654133448","907","female","18990","70313","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","304"
"unavailable","1080","816650304","729","female","16269","30929","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","305"
"01/09/1955","1080","641211109","","female","0","0","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","306"
"02/18/1973","1080","564166495","941","male","18120","34002","Edmonton, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","307"
"unavailable","1080","759235547","869","male","17438","48759","Stony Plain, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","308"
"unavailable","1080","100001080529206","0","male","13778","18467","Edmonton, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","309"
"05/31/1963","1080","564975736","1119","male","17931","84613","Edmonton, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","310"
"07/27/1954","1080","717415589","1239","female","17329","17329","Edmonton, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","311"
"unavailable","1080","1409570488","1018","female","17389","49744","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","312"
"unavailable","1080","100005796373449","1079","male","18923","186847","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","313"
"03/07/1946","1080","1636471108","0","female","15630","24733","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","314"
"unavailable","1080","1330027370","1135","male","16922","32327","Edmonton, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","315"
"unavailable","1080","612417130","180","male","19121","132715","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","316"
"11/15/1970","1080","704671804","766","female","17016","47035","Edmonton, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","317"
"06/14/1959","1080","691190282","955","female","18971","158012","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","318"
"03/10/1967","1080","636031006","201","female","14536","14536","Edmonton, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","319"
"02/21/1979","1080","525657797","738","female","13905","13905","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","320"
"unavailable","1080","100000665756785","965","male","17129","30981","Edmonton, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","321"
"12/11/1978","1080","614180812","","female","0","0","Sherwood Park, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","322"
"06/10/1970","1080","576577772","402","female","19266","226140","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","323"
"04/19/1994","1080","534253059","1165","male","18163","51426","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","324"
"01/13/1962","1080","100001110215717","850","male","18792","263687","Edmonton, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","325"
"08/29/1978","1080","638815373","754","male","19185","212661","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","326"
"02/01/1988","1080","100003997122784","1202","female","16536","16536","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","327"
"05/21/1956","1080","643535105","1022","female","19394","108833","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","328"
"08/02/1952","1080","1219591075","0","male","14673","24585","Edmonton, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","329"
"10/15/1985","1080","609755553","","male","0","0","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","330"
"06/18/1961","1080","525970016","989","male","19194","171527","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","331"
"08/21/1968","1080","704996431","958","female","18879","71249","Fort Saskatchewan, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","332"
"unavailable","1080","1377730566","0","female","10531","13927","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","333"
"02/02/1986","1080","749550077","1197","male","17633","41024","Edmonton, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","334"
"unavailable","1080","100001355480305","332","female","0","12333","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","335"
"02/24/1960","1080","520102898","0","male","18172","50685","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","336"
"08/29/1969","1080","551467244","","male","0","0","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","337"
"unavailable","1080","544096089","1138","female","18261","53284","Edmonton, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","338"
"10/22/1982","1080","812557453","1107","male","15945","15945","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","339"
"01/22/1961","1080","746572242","0","male","12709","46024","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","340"
"unavailable","1080","774170075","832","female","17102","17102","Edmonton, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","341"
"10/06/1966","1080","858070227","918","female","16446","30370","Whitecourt, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","342"
"07/20/1961","1080","1784290120","639","male","16202","16202","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","343"
"08/09/1948","1080","100001606659476","0","female","18648","78311","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","344"
"05/05/1957","1080","1086902518","1266","female","0","4150","Fort Saskatchewan, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","345"
"unavailable","1080","690500505","0","female","13263","13263","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","346"
"12/21/1958","1080","100002091918757","1103","female","15760","15760","Edmonton, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","347"
"unavailable","1080","100004441122586","0","female","8462","8462","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","348"
"09/13/1951","1080","1414221501","480","female","12614","12614","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","349"
"07/30/1962","1080","100001553034099","0","male","12473","34674","Edmonton, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","350"
"unavailable","1080","725215186","0","female","18056","216921","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","351"
"07/22/1935","1080","710503402","440","unavailable","0","3284","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","352"
"08/30/1932","1080","100005272602335","","female","0","0","Wainwright, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","353"
"02/09/1969","1080","520914126","","female","0","0","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","354"
"05/18/1957","1080","596867733","830","male","17710","80040","Edmonton, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","355"
"01/01/1972","1080","100005238334426","892","male","19263","162596","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","356"
"unavailable","1080","655862791","","female","0","0","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","357"
"unavailable","1080","537436532","","female","0","0","Edmonton, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","358"
"12/18/1996","1080","100003341475666","0","male","15052","44464","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","359"
"03/15/1961","1080","716812166","1816","male","0","3653","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","360"
"07/01/1972","1080","700221015","","female","0","0","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","361"
"11/10/1955","1080","715921424","861","male","16368","31561","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","362"
"09/06/1956","1080","100001058052972","0","male","19158","203180","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","363"
"02/07/1992","1080","100000020906226","954","male","18905","51867","Edmonton, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","364"
"01/22/1973","1080","616265945","841","female","18520","68556","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","365"
"06/02/1981","1080","581391345","918","female","15542","15542","Edmonton, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","366"
"08/03/1947","1080","1397374773","1060","male","18754","35026","Edmonton, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","367"
"05/02/1981","1080","554220859","","female","0","0","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","368"
"10/04/1958","1080","568586626","219","female","18190","97991","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","369"
"01/16/1954","1080","625876570","","male","0","0","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","370"
"03/26/1945","1080","731391712","","female","0","0","Edmonton, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","371"
"09/08/1943","1080","591554971","","female","0","0","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","372"
"unavailable","1080","531182552","","male","0","0","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","373"
"08/15/1962","1080","616122208","839","female","18770","70073","Edmonton, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","374"
"unavailable","1080","735710362","552","male","14754","14754","Saint Albert, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","375"
"unavailable","1080","1486510753","0","female","13467","13467","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","376"
"08/15/1987","1080","725465570","1103","female","18767","123880","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","377"
"12/08/1961","1080","643694578","0","female","18889","363710","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","378"
"unavailable","1080","100000132300898","1292","female","0","4685","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","379"
"01/23/1977","1080","623215558","0","unavailable","12653","12653","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","380"
"09/27/1991","1080","1369320291","914","male","18956","66265","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","381"
"09/23/1987","1080","515142126","778","female","17992","75984","Edmonton, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","382"
"unavailable","1080","1053986014","0","male","17704","88064","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","383"
"09/07/1991","1080","647983908","0","male","18038","62047","Edmonton, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","384"
"unavailable","1080","1290279131","0","male","18510","181159","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","385"
"06/03/1965","1080","1290279131","","male","0","0","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","386"
"08/27/1950","1080","1671788600","976","female","17845","50550","Sherwood Park, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","387"
"unavailable","1080","1671788600","","female","0","0","Sherwood Park, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","388"
"11/03/1963","1080","100005889391122","293","male","16846","49784","Edmonton, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","389"
"unavailable","1080","579617396","1123","male","17373","32991","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","390"
"unavailable","1080","643580856","919","female","19366","52720","Edmonton, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","391"
"09/17/1984","1080","515120604","1349","male","16824","16824","Edmonton, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","392"
"unavailable","1080","100000145805273","831","female","14122","14122","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","393"
"unavailable","1080","760725460","679","female","19081","177571","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","394"
"unavailable","1080","517148272","1086","female","19211","87593","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","395"
"unavailable","1080","507005424","1197","female","19334","91030","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","396"
"unavailable","1080","804910326","1513","female","19155","73561","Edmonton, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","397"
"01/29/1967","1080","584048829","132","female","18806","194016","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","398"
"07/20/1972","1080","520786788","1101","male","17005","32355","Edmonton, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","399"
"unavailable","1080","584799781","348","female","14340","14340","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","400"
"10/16/1990","1080","100003110341747","1112","male","18801","53103","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","401"
"unavailable","1080","100002123138973","951","male","17983","138502","Yuma, Arizona","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","402"
"unavailable","1080","182900680","963","male","17728","50175","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","403"
"05/15/1959","1080","100000740250251","0","female","14765","59491","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","404"
"04/20/1965","1080","567200287","839","female","15987","43366","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","405"
"03/07/1953","1080","1192399880","","female","0","0","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","406"
"03/07/1953","1080","1192399880","868","female","13545","13545","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","407"
"07/10/1949","1080","100005883121308","386","female","0","386","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","408"
"01/21/1938","1080","674057274","0","unavailable","9635","9635","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","409"
"unavailable","1080","763361406","1030","female","18250","107937","Edmonton, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","410"
"06/19/1963","1080","1140588780","1305","female","17638","17638","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","411"
"12/22/1982","1080","532460080","1374","male","17910","23049","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","412"
"06/30/1990","1080","1815031181","1048","female","18293","67681","Edmonton, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","413"
"06/10/1942","1080","100001187906477","557","male","14037","14037","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","414"
"04/18/1954","1080","100000028796446","16","male","17460","33231","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","415"
"01/30/1976","1080","541960905","596","male","15439","15439","Edmonton, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","416"
"07/08/1957","1080","100004223825656","530","female","13899","13899","Hinton, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","417"
"unavailable","1080","100001382314257","0","male","18097","237897","Edmonton, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","418"
